unit_id,timestamp,period,fail,sensors_in_alarm,sensors_in_warning,spc_alarm
U1550,2008-10-16 02:55:00,test,0,0,3,False
U1551,2008-10-16 03:56:00,test,0,0,2,False
U1553,2008-10-16 04:02:00,test,0,0,2,False
U1552,2008-10-16 04:02:00,test,0,0,2,False
U1554,2008-10-16 04:04:00,test,0,1,2,True
U1555,2008-10-16 04:47:00,test,0,0,2,False
U1556,2008-10-16 04:50:00,test,0,0,2,False
U1557,2008-10-16 04:54:00,test,0,0,2,False
U1558,2008-10-16 05:08:00,test,0,0,1,False
U1559,2008-10-16 05:13:00,test,0,0,1,False
U1560,2008-10-16 05:44:00,test,0,0,1,False
U1561,2008-10-16 05:58:00,test,0,0,0,False
U1562,2008-10-16 15:02:00,test,0,0,0,False
U1563,2008-10-16 15:13:00,test,0,0,0,False
U1564,2008-10-16 20:49:00,test,0,0,0,False
U1565,2008-10-17 05:26:00,test,0,0,0,False
U1566,2008-10-17 06:01:00,test,0,0,0,False
U1567,2008-10-17 06:07:00,test,0,0,0,False
