unit_id,timestamp,date,week_start,month,day_name,hour,shift,status,fail_flag,missing_sensor_count,predicted_fail_prob,risk_level,anomaly_score,is_anomaly,ooc_sensor_count,sensor_059,sensor_103,sensor_033,sensor_130,sensor_247,sensor_519,sensor_477,sensor_129,sensor_205,sensor_152
U1290,2008-10-04 04:12:00,2008-10-04,2008-09-29,2008-10,Saturday,4,Night (00-08),Pass,0,16,0.0679,Low,0.4193,No,0,0.8045,-0.0096,8.9541,0.6814,,,7.4993,-0.5204,11.32,0.5669
U1291,2008-10-04 04:45:00,2008-10-04,2008-09-29,2008-10,Saturday,4,Night (00-08),Pass,0,28,0.0693,Low,0.3797,No,0,-1.3618,-0.0106,8.3383,0.6812,,,4.387,-0.9934,6.46,0.3004
U1292,2008-10-04 09:29:00,2008-10-04,2008-09-29,2008-10,Saturday,9,Morning (08-16),Pass,0,28,0.07,Low,0.4295,No,0,-3.1382,-0.0125,8.627,0.6812,,,3.4336,-0.9934,5.13,0.3195
U1293,2008-10-04 15:16:00,2008-10-04,2008-09-29,2008-10,Saturday,15,Morning (08-16),Pass,0,16,0.103,Medium,0.405,No,1,0.3245,-0.0092,8.8973,0.7573,,,8.9509,0.9461,12.8,0.4657
U1294,2008-10-04 16:58:00,2008-10-04,2008-09-29,2008-10,Saturday,16,Evening (16-24),Pass,0,16,0.0556,Low,0.4086,No,0,-9.7682,-0.0115,9.7137,0.7573,,,6.4163,0.9461,9.52,0.495
U1295,2008-10-04 18:15:00,2008-10-04,2008-09-29,2008-10,Saturday,18,Evening (16-24),Pass,0,16,0.1065,Medium,0.4122,No,0,2.6991,-0.011,8.1409,0.7182,,,6.2357,-1.83,8.88,0.341
U1296,2008-10-04 18:25:00,2008-10-04,2008-09-29,2008-10,Saturday,18,Evening (16-24),Pass,0,12,0.0629,Low,0.3962,No,0,-3.7073,-0.0095,9.1637,0.7131,0.0149,3.2285,3.3667,0.1419,4.9,0.5862
U1297,2008-10-04 18:59:00,2008-10-04,2008-09-29,2008-10,Saturday,18,Evening (16-24),Pass,0,16,0.078,Low,0.3945,No,0,-2.6564,-0.0083,9.0447,0.7154,,,2.3646,-0.5204,3.49,0.5614
U1298,2008-10-04 19:12:00,2008-10-04,2008-09-29,2008-10,Saturday,19,Evening (16-24),Pass,0,16,0.1115,Medium,0.4371,Yes,0,-7.87,-0.0086,8.7556,0.7573,,,6.0516,0.9461,8.9,0.4867
U1299,2008-10-04 19:47:00,2008-10-04,2008-09-29,2008-10,Saturday,19,Evening (16-24),Pass,0,28,0.0968,Low,0.4127,No,0,-1.99,-0.0093,9.534,0.7131,,,6.1495,0.1419,9.04,0.4039
U1300,2008-10-04 19:54:00,2008-10-04,2008-09-29,2008-10,Saturday,19,Evening (16-24),Pass,0,16,0.137,Medium,0.4011,No,0,-5.8855,-0.009,8.9541,0.7403,,,2.5985,-0.7569,3.78,0.2845
U1301,2008-10-04 20:39:00,2008-10-04,2008-09-29,2008-10,Saturday,20,Evening (16-24),Pass,0,12,0.0795,Low,0.3939,No,0,4.3618,-0.017,8.7646,0.7182,0.0164,3.4707,5.1653,-1.83,7.55,0.4917
U1302,2008-10-04 22:06:00,2008-10-04,2008-09-29,2008-10,Saturday,22,Evening (16-24),Pass,0,16,0.0823,Low,0.3844,No,0,-7.6655,-0.0148,8.6556,0.6812,,,4.0743,-0.9934,5.85,0.5232
U1303,2008-10-04 23:18:00,2008-10-04,2008-09-29,2008-10,Saturday,23,Evening (16-24),Fail,1,16,0.0931,Low,0.3948,No,0,1.1655,-0.0117,8.8105,0.7182,,,3.6022,-1.83,5.52,0.4638
U1304,2008-10-05 00:33:00,2008-10-05,2008-09-29,2008-10,Sunday,0,Night (00-08),Fail,1,16,0.0845,Low,0.4179,No,0,8.1455,-0.0114,8.7187,0.7403,,,3.4324,-0.7569,4.95,0.249
U1305,2008-10-05 00:33:00,2008-10-05,2008-09-29,2008-10,Sunday,0,Night (00-08),Pass,0,16,0.1323,Medium,0.4254,No,0,1.6482,-0.0077,8.8215,0.7131,,,4.3157,0.1419,6.13,0.5144
U1306,2008-10-05 01:35:00,2008-10-05,2008-09-29,2008-10,Sunday,1,Night (00-08),Pass,0,20,0.1041,Medium,0.3936,No,0,-1.4227,-0.0087,8.7326,0.7403,,,4.6557,-0.7569,6.83,0.6055
U1307,2008-10-05 04:01:00,2008-10-05,2008-09-29,2008-10,Sunday,4,Night (00-08),Pass,0,12,0.0728,Low,0.4083,No,0,0.0955,-0.0091,9.2064,0.7085,,,4.9375,-0.7569,7.38,0.2673
U1308,2008-10-05 04:20:00,2008-10-05,2008-09-29,2008-10,Sunday,4,Night (00-08),Pass,0,8,0.1263,Medium,0.427,No,0,7.1009,-0.0089,9.0744,0.6814,,,4.1801,-0.5204,6.07,0.9047
U1309,2008-10-05 04:48:00,2008-10-05,2008-09-29,2008-10,Sunday,4,Night (00-08),Pass,0,20,0.0629,Low,0.4252,No,0,1.5273,-0.0132,8.9036,0.7996,,,6.2217,0.2365,9.24,0.4223
U1310,2008-10-05 05:31:00,2008-10-05,2008-09-29,2008-10,Sunday,5,Night (00-08),Pass,0,12,0.0826,Low,0.4098,No,0,1.8582,-0.0093,8.5735,0.7085,0.0374,8.077,6.818,-0.7569,9.95,0.2822
U1311,2008-10-05 05:53:00,2008-10-05,2008-09-29,2008-10,Sunday,5,Night (00-08),Pass,0,28,0.0332,Low,0.4072,No,0,0.2336,-0.0117,8.6556,0.7996,,,4.2573,0.2365,6.39,0.3833
U1312,2008-10-05 06:15:00,2008-10-05,2008-09-29,2008-10,Sunday,6,Night (00-08),Pass,0,16,0.0742,Low,0.4203,No,0,1.0482,-0.0101,9.534,0.6814,,,3.7884,-0.5204,5.72,0.6286
U1313,2008-10-05 08:02:00,2008-10-05,2008-09-29,2008-10,Sunday,8,Morning (08-16),Pass,0,28,0.093,Low,0.4133,No,0,-1.03,-0.013,9.0402,0.7996,,,9.7229,0.2365,14.62,0.49
U1314,2008-10-05 08:40:00,2008-10-05,2008-09-29,2008-10,Sunday,8,Morning (08-16),Pass,0,32,0.13,Medium,0.3934,No,0,-1.0445,-0.0131,8.9036,0.7996,,,4.6415,0.2365,6.61,0.4479
U1315,2008-10-05 09:04:00,2008-10-05,2008-09-29,2008-10,Sunday,9,Morning (08-16),Pass,0,12,0.063,Low,0.4048,No,0,0.5982,-0.0105,9.2064,0.7996,,,3.1249,0.2365,4.58,0.5426
U1316,2008-10-05 09:47:00,2008-10-05,2008-09-29,2008-10,Sunday,9,Morning (08-16),Pass,0,32,0.0828,Low,0.3887,No,0,0.4264,-0.0104,8.7187,0.7003,,,3.7573,-0.8042,5.45,0.3825
U1317,2008-10-05 10:00:00,2008-10-05,2008-09-29,2008-10,Sunday,10,Morning (08-16),Pass,0,28,0.0607,Low,0.4024,No,0,1.3255,-0.0123,8.7646,0.7003,,,7.4533,-0.8042,11.1,0.3113
U1318,2008-10-05 10:43:00,2008-10-05,2008-09-29,2008-10,Sunday,10,Morning (08-16),Pass,0,8,0.0507,Low,0.397,No,0,-3.4191,-0.0095,8.2914,0.7131,,,4.1054,0.1419,5.93,0.3113
U1319,2008-10-05 11:05:00,2008-10-05,2008-09-29,2008-10,Sunday,11,Morning (08-16),Pass,0,28,0.0598,Low,0.3931,No,0,0.1773,-0.0126,8.7646,0.7003,,,6.3655,-0.8042,9.61,0.3623
U1320,2008-10-05 11:30:00,2008-10-05,2008-09-29,2008-10,Sunday,11,Morning (08-16),Pass,0,12,0.0602,Low,0.4124,No,0,-1.7336,-0.0098,9.1526,0.7154,,,3.454,-0.5204,4.99,0.4845
U1321,2008-10-05 12:03:00,2008-10-05,2008-09-29,2008-10,Sunday,12,Morning (08-16),Pass,0,20,0.1177,Medium,0.4338,Yes,0,-6.74,-0.0084,9.7137,0.7131,,,4.736,0.1419,7.3,0.526
U1322,2008-10-05 12:17:00,2008-10-05,2008-09-29,2008-10,Sunday,12,Morning (08-16),Pass,0,8,0.0647,Low,0.3887,No,0,-3.1927,-0.0088,8.4537,0.7131,0.0249,5.4355,3.0517,0.1419,4.4,0.3201
U1323,2008-10-05 13:49:00,2008-10-05,2008-09-29,2008-10,Sunday,13,Morning (08-16),Pass,0,12,0.0623,Low,0.3999,No,0,2.7927,-0.0091,8.2345,0.7003,,,3.9522,-0.8042,6.01,0.4482
U1324,2008-10-05 14:34:00,2008-10-05,2008-09-29,2008-10,Sunday,14,Morning (08-16),Pass,0,28,0.0987,Low,0.4064,No,0,3.64,-0.0127,9.2064,0.7003,,,4.9673,-0.8042,7.24,0.3927
U1325,2008-10-05 15:30:00,2008-10-05,2008-09-29,2008-10,Sunday,15,Morning (08-16),Fail,1,16,0.1001,Medium,0.4251,No,0,1.0691,-0.0084,8.9833,0.7492,0.0363,7.8392,4.55,-0.5204,6.62,0.6152
U1326,2008-10-05 15:35:00,2008-10-05,2008-09-29,2008-10,Sunday,15,Morning (08-16),Fail,1,20,0.0974,Low,0.3976,No,0,-1.8736,-0.0074,8.8973,0.821,,,4.2324,1.419,6.04,0.4671
U1327,2008-10-05 16:15:00,2008-10-05,2008-09-29,2008-10,Sunday,16,Evening (16-24),Pass,0,8,0.1726,High,0.4086,No,0,5.7309,-0.0086,9.534,0.7397,0.1143,25.6559,8.1035,-0.7569,11.7,0.2755
U1328,2008-10-05 16:37:00,2008-10-05,2008-09-29,2008-10,Sunday,16,Evening (16-24),Fail,1,16,0.0963,Low,0.3978,No,0,-4.0527,-0.0079,8.9036,0.8346,,,6.4994,2.458,9.52,0.3999
U1329,2008-10-05 16:49:00,2008-10-05,2008-09-29,2008-10,Sunday,16,Evening (16-24),Fail,1,20,0.1635,High,0.4094,No,0,-2.5418,-0.0055,8.8973,0.821,,,4.6392,1.419,6.94,0.237
U1330,2008-10-05 18:46:00,2008-10-05,2008-09-29,2008-10,Sunday,18,Evening (16-24),Fail,1,16,0.1006,Medium,0.4024,No,0,-6.6455,-0.0105,8.9036,0.7446,,,5.6033,0.0,8.12,1.0231
U1331,2008-10-05 18:59:00,2008-10-05,2008-09-29,2008-10,Sunday,18,Evening (16-24),Pass,0,28,0.0681,Low,0.3946,No,0,1.0518,-0.0119,9.0744,0.7003,,,5.0215,-0.8042,7.36,0.5434
U1332,2008-10-05 19:45:00,2008-10-05,2008-09-29,2008-10,Sunday,19,Evening (16-24),Pass,0,28,0.0885,Low,0.4157,No,0,-0.81,-0.0096,9.1526,0.7223,,,7.8785,-1.277,11.46,0.5757
U1333,2008-10-05 20:12:00,2008-10-05,2008-09-29,2008-10,Sunday,20,Evening (16-24),Pass,0,16,0.0677,Low,0.4002,No,0,-5.1491,-0.0089,9.1637,0.7223,0.0,0.0,6.2464,-1.277,9.2,0.5757
U1334,2008-10-05 20:30:00,2008-10-05,2008-09-29,2008-10,Sunday,20,Evening (16-24),Pass,0,24,0.0934,Low,0.4299,No,0,6.2636,-0.0109,9.7571,0.7223,,,8.6184,-1.277,12.96,0.553
U1335,2008-10-05 22:13:00,2008-10-05,2008-09-29,2008-10,Sunday,22,Evening (16-24),Pass,0,20,0.1001,Medium,0.3917,No,0,-4.8873,-0.0098,8.7609,0.7223,,,1.7904,-1.277,2.75,0.6028
U1336,2008-10-06 00:41:00,2008-10-06,2008-10-06,2008-10,Monday,0,Night (00-08),Pass,0,32,0.0347,Low,0.4151,No,0,-2.15,-0.0123,8.1409,0.7202,,,8.2545,-0.615,12.21,0.4996
U1337,2008-10-06 01:25:00,2008-10-06,2008-10-06,2008-10,Monday,1,Night (00-08),Pass,0,12,0.0803,Low,0.3906,No,0,-1.97,-0.0111,9.088,0.8137,,,2.8027,1.655,4.15,0.8071
U1338,2008-10-06 01:27:00,2008-10-06,2008-10-06,2008-10,Monday,1,Night (00-08),Pass,0,28,0.0516,Low,0.4219,No,0,0.7,-0.0102,9.088,0.7202,,,7.0696,-0.615,10.46,0.5011
U1339,2008-10-06 01:30:00,2008-10-06,2008-10-06,2008-10,Monday,1,Night (00-08),Pass,0,12,0.0613,Low,0.4082,No,0,-2.7136,-0.0129,9.6515,0.7223,,,6.015,-1.277,9.09,0.5468
U1340,2008-10-06 02:44:00,2008-10-06,2008-10-06,2008-10,Monday,2,Night (00-08),Pass,0,12,0.0611,Low,0.4032,No,0,-5.2427,-0.0118,8.8097,0.7202,,,8.0432,-0.615,11.65,0.3891
U1341,2008-10-06 02:49:00,2008-10-06,2008-10-06,2008-10,Monday,2,Night (00-08),Pass,0,16,0.1692,High,0.3994,No,0,-2.8055,-0.0113,9.6515,0.7202,,,5.1201,-0.615,7.46,0.4805
U1342,2008-10-06 03:31:00,2008-10-06,2008-10-06,2008-10,Monday,3,Night (00-08),Pass,0,20,0.0341,Low,0.3929,No,0,-4.6582,-0.0123,8.7326,0.7202,,,4.7022,-0.615,6.93,0.633
U1343,2008-10-06 03:50:00,2008-10-06,2008-10-06,2008-10,Monday,3,Night (00-08),Fail,1,20,0.0633,Low,0.3922,No,0,-1.1455,-0.0106,9.3181,0.7085,,,4.1182,-0.7569,6.0,0.1883
U1344,2008-10-06 03:57:00,2008-10-06,2008-10-06,2008-10,Monday,3,Night (00-08),Fail,1,20,0.1271,Medium,0.4298,No,0,3.1336,-0.0062,8.7556,0.7182,,,4.2996,-1.83,6.31,0.6107
U1345,2008-10-06 04:26:00,2008-10-06,2008-10-06,2008-10,Monday,4,Night (00-08),Pass,0,24,0.0644,Low,0.4099,No,0,3.6809,-0.0115,9.0744,0.8137,,,4.1813,1.655,6.26,0.8524
U1346,2008-10-06 05:21:00,2008-10-06,2008-10-06,2008-10,Monday,5,Night (00-08),Pass,0,16,0.0792,Low,0.3966,No,0,5.17,-0.0114,8.2061,0.7202,,,6.4886,-0.615,9.5,0.3222
U1347,2008-10-06 05:24:00,2008-10-06,2008-10-06,2008-10,Monday,5,Night (00-08),Pass,0,20,0.0789,Low,0.42,No,0,-1.2955,-0.0099,8.8215,0.7202,,,7.9285,-0.615,11.98,0.5485
U1348,2008-10-06 06:11:00,2008-10-06,2008-10-06,2008-10,Monday,6,Night (00-08),Pass,0,24,0.0602,Low,0.4191,No,0,3.8109,-0.0102,8.9605,0.7202,,,5.1132,-0.615,7.53,0.542
U1349,2008-10-06 06:26:00,2008-10-06,2008-10-06,2008-10,Monday,6,Night (00-08),Pass,0,32,0.0709,Low,0.385,No,0,2.0509,-0.0114,8.6556,0.7202,,,8.3516,-0.615,12.38,0.5324
U1350,2008-10-06 06:49:00,2008-10-06,2008-10-06,2008-10,Monday,6,Night (00-08),Pass,0,16,0.0342,Low,0.4151,No,0,0.6327,-0.0107,8.324,0.7612,,,5.3109,0.0,7.83,0.6592
U1351,2008-10-06 07:12:00,2008-10-06,2008-10-06,2008-10,Monday,7,Night (00-08),Pass,0,12,0.061,Low,0.3947,No,0,1.7036,-0.0115,9.088,0.7612,,,4.4746,0.0,6.7,0.744
U1352,2008-10-06 07:17:00,2008-10-06,2008-10-06,2008-10,Monday,7,Night (00-08),Pass,0,20,0.049,Low,0.4049,No,0,-1.7818,-0.0119,8.2061,0.8137,,,4.0694,1.655,6.02,0.7686
U1353,2008-10-06 07:35:00,2008-10-06,2008-10-06,2008-10,Monday,7,Night (00-08),Pass,0,20,0.0562,Low,0.3871,No,0,-2.2373,-0.0125,9.1637,0.7612,,,6.3223,0.0,9.32,0.5756
U1354,2008-10-06 07:38:00,2008-10-06,2008-10-06,2008-10,Monday,7,Night (00-08),Pass,0,16,0.0742,Low,0.4191,No,0,-4.9627,-0.0117,9.1526,0.8137,,,5.8746,1.655,8.87,0.7729
U1355,2008-10-06 08:24:00,2008-10-06,2008-10-06,2008-10,Monday,8,Morning (08-16),Pass,0,16,0.0336,Low,0.4215,No,0,-2.0327,-0.0124,9.1526,0.7189,,,4.8172,-1.229,7.01,0.2623
U1356,2008-10-06 08:57:00,2008-10-06,2008-10-06,2008-10,Monday,8,Morning (08-16),Pass,0,36,0.0447,Low,0.3885,No,0,-1.8709,-0.0114,9.1141,0.743,,,4.1828,0.0473,5.93,0.4276
U1357,2008-10-06 09:11:00,2008-10-06,2008-10-06,2008-10,Monday,9,Morning (08-16),Pass,0,24,0.0671,Low,0.415,No,0,3.7555,-0.0117,9.2064,0.8137,,,7.5153,1.655,10.92,0.6052
U1358,2008-10-06 09:57:00,2008-10-06,2008-10-06,2008-10,Monday,9,Morning (08-16),Pass,0,28,0.0801,Low,0.3946,No,0,-4.8609,-0.0115,9.6515,0.709,,,6.2351,-1.371,9.2,0.7905
U1359,2008-10-06 10:07:00,2008-10-06,2008-10-06,2008-10,Monday,10,Morning (08-16),Pass,0,24,0.0753,Low,0.4136,No,0,-0.1145,-0.01,8.8215,0.743,0.0219,4.7893,5.2041,0.0473,7.97,0.3579
U1360,2008-10-06 11:51:00,2008-10-06,2008-10-06,2008-10,Monday,11,Morning (08-16),Pass,0,16,0.0952,Low,0.3911,No,0,-3.9255,-0.0118,8.8973,0.7612,,,5.146,0.0,7.29,0.8492
U1361,2008-10-06 12:39:00,2008-10-06,2008-10-06,2008-10,Monday,12,Morning (08-16),Pass,0,20,0.1006,Medium,0.3839,No,0,-3.54,-0.0111,8.627,0.7612,,,4.8902,0.0,6.87,0.7861
U1362,2008-10-06 12:42:00,2008-10-06,2008-10-06,2008-10,Monday,12,Morning (08-16),Pass,0,20,0.0595,Low,0.413,No,0,-5.68,-0.0113,8.8215,0.743,,,8.4634,0.0473,12.4,0.4558
U1363,2008-10-06 13:08:00,2008-10-06,2008-10-06,2008-10,Monday,13,Morning (08-16),Pass,0,32,0.0712,Low,0.4164,No,0,2.4209,-0.0122,8.7786,0.743,,,4.2983,0.0473,6.46,0.367
U1364,2008-10-06 13:38:00,2008-10-06,2008-10-06,2008-10,Monday,13,Morning (08-16),Fail,1,16,0.0984,Low,0.3931,No,0,-0.3136,-0.011,9.0447,0.7772,,,9.1663,0.2838,13.1,0.485
U1365,2008-10-06 13:55:00,2008-10-06,2008-10-06,2008-10,Monday,13,Morning (08-16),Fail,1,20,0.1554,High,0.3971,No,0,-0.0345,-0.0064,9.3181,0.8557,,,7.1003,1.419,10.19,0.8523
U1366,2008-10-06 15:00:00,2008-10-06,2008-10-06,2008-10,Monday,15,Morning (08-16),Fail,1,12,0.0818,Low,0.416,No,0,-1.2164,-0.0108,9.6515,0.7202,,,10.9187,-0.615,15.44,0.4466
U1367,2008-10-06 15:01:00,2008-10-06,2008-10-06,2008-10,Monday,15,Morning (08-16),Pass,0,16,0.0824,Low,0.3918,No,0,1.8109,-0.0128,9.1141,0.6957,0.0351,7.5941,5.9964,0.0,9.07,0.6029
U1368,2008-10-06 15:52:00,2008-10-06,2008-10-06,2008-10,Monday,15,Morning (08-16),Pass,0,16,0.0687,Low,0.4023,No,0,1.2109,-0.0097,8.9818,0.6957,,,3.1765,0.0,4.73,0.5392
U1369,2008-10-06 16:42:00,2008-10-06,2008-10-06,2008-10,Monday,16,Evening (16-24),Pass,0,16,0.0432,Low,0.4046,No,0,-2.5945,-0.0121,9.6515,0.6957,,,3.3232,0.0,4.85,0.3126
U1370,2008-10-06 16:50:00,2008-10-06,2008-10-06,2008-10,Monday,16,Evening (16-24),Pass,0,20,0.0792,Low,0.3904,No,0,-2.91,-0.0126,8.8105,0.6957,,,2.7876,0.0,3.99,0.5931
U1371,2008-10-06 17:26:00,2008-10-06,2008-10-06,2008-10,Monday,17,Evening (16-24),Pass,0,20,0.0669,Low,0.4142,No,0,-3.2436,-0.0099,9.1637,0.7348,,,5.7353,-0.8042,8.62,0.5041
U1372,2008-10-06 17:26:00,2008-10-06,2008-10-06,2008-10,Monday,17,Evening (16-24),Pass,0,36,0.0455,Low,0.3938,No,0,-3.6345,-0.0109,8.9605,0.6957,,,4.6133,0.0,6.77,0.6058
U1373,2008-10-06 17:35:00,2008-10-06,2008-10-06,2008-10,Monday,17,Evening (16-24),Pass,0,24,0.049,Low,0.3936,No,0,-3.9927,-0.0106,8.2061,0.7348,,,2.5272,-0.8042,3.79,0.7377
U1374,2008-10-06 18:54:00,2008-10-06,2008-10-06,2008-10,Monday,18,Evening (16-24),Pass,0,20,0.0375,Low,0.4011,No,0,-2.3618,-0.0144,8.627,0.7348,,,4.0841,-0.8042,6.09,0.3543
U1375,2008-10-06 18:55:00,2008-10-06,2008-10-06,2008-10,Monday,18,Evening (16-24),Pass,0,28,0.0683,Low,0.4132,No,0,4.7282,-0.01,9.0447,0.6957,,,5.44,0.0,7.72,0.3145
U1376,2008-10-06 19:42:00,2008-10-06,2008-10-06,2008-10,Monday,19,Evening (16-24),Pass,0,20,0.0607,Low,0.3914,No,0,-3.1964,-0.0073,8.627,0.7348,,,4.4213,-0.8042,6.62,0.7466
U1377,2008-10-06 20:02:00,2008-10-06,2008-10-06,2008-10,Monday,20,Evening (16-24),Pass,0,16,0.0357,Low,0.401,No,0,-1.5036,-0.0117,9.7571,0.7348,,,2.8462,-0.8042,4.16,0.5215
U1378,2008-10-06 20:36:00,2008-10-06,2008-10-06,2008-10,Monday,20,Evening (16-24),Pass,0,12,0.0827,Low,0.3921,No,0,8.9964,-0.0124,9.1141,0.6676,0.0203,4.4113,7.364,-0.8988,10.59,0.3174
U1379,2008-10-06 20:47:00,2008-10-06,2008-10-06,2008-10,Monday,20,Evening (16-24),Pass,0,20,0.0837,Low,0.4082,No,0,-0.4109,-0.0109,9.534,0.6676,,,5.6724,-0.8988,8.24,0.4966
U1380,2008-10-06 21:46:00,2008-10-06,2008-10-06,2008-10,Monday,21,Evening (16-24),Pass,0,28,0.0796,Low,0.4146,No,0,-6.5027,-0.012,8.7286,0.6676,,,3.3019,-0.8988,4.81,0.4976
U1381,2008-10-06 21:48:00,2008-10-06,2008-10-06,2008-10,Monday,21,Evening (16-24),Pass,0,24,0.0272,Low,0.3969,No,0,-3.7673,-0.0112,8.3845,0.7348,,,5.8656,-0.8042,8.56,0.3155
U1382,2008-10-06 22:37:00,2008-10-06,2008-10-06,2008-10,Monday,22,Evening (16-24),Pass,0,8,0.061,Low,0.3963,No,0,3.3691,-0.0111,9.1637,0.6676,0.0274,5.9295,5.0427,-0.8988,7.33,0.7074
U1383,2008-10-06 23:03:00,2008-10-06,2008-10-06,2008-10,Monday,23,Evening (16-24),Pass,0,20,0.0802,Low,0.3991,No,0,1.3355,-0.0111,8.1409,0.7348,,,4.9672,-0.8042,7.35,0.355
U1384,2008-10-07 01:46:00,2008-10-07,2008-10-06,2008-10,Tuesday,1,Night (00-08),Pass,0,16,0.0546,Low,0.4198,No,0,-3.4327,-0.0122,9.088,0.6676,,,5.9723,-0.8988,8.31,0.3332
U1385,2008-10-07 03:29:00,2008-10-07,2008-10-06,2008-10,Tuesday,3,Night (00-08),Pass,0,16,0.0423,Low,0.43,No,0,-3.8691,-0.0082,8.9607,0.7348,,,5.1033,-0.8042,7.45,0.3656
U1386,2008-10-07 03:39:00,2008-10-07,2008-10-06,2008-10,Tuesday,3,Night (00-08),Pass,0,16,0.0508,Low,0.4141,No,0,4.9336,-0.0099,9.0744,0.6676,,,5.8227,-0.8988,8.32,0.4628
U1387,2008-10-07 07:32:00,2008-10-07,2008-10-06,2008-10,Tuesday,7,Night (00-08),Pass,0,16,0.0771,Low,0.3912,No,0,1.1891,-0.008,9.2064,0.7348,,,6.2608,-0.8042,9.15,0.4267
U1388,2008-10-07 07:41:00,2008-10-07,2008-10-06,2008-10,Tuesday,7,Night (00-08),Pass,0,16,0.0596,Low,0.4209,No,0,-2.3109,-0.0124,8.6024,0.8307,,,7.9419,0.6623,11.72,0.5987
U1389,2008-10-07 08:25:00,2008-10-07,2008-10-06,2008-10,Tuesday,8,Morning (08-16),Pass,0,20,0.0487,Low,0.3894,No,0,-3.0645,-0.0115,8.2061,0.8307,,,4.4816,0.6623,6.67,0.5883
U1390,2008-10-07 08:26:00,2008-10-07,2008-10-06,2008-10,Tuesday,8,Morning (08-16),Pass,0,20,0.0486,Low,0.4075,No,0,-1.99,-0.0084,8.1409,0.8218,,,5.941,0.5204,9.08,0.2666
U1391,2008-10-07 09:11:00,2008-10-07,2008-10-06,2008-10,Tuesday,9,Morning (08-16),Pass,0,24,0.0581,Low,0.4123,No,0,3.1727,-0.0085,9.9095,0.8307,,,3.742,0.6623,5.5,0.6026
U1392,2008-10-07 09:20:00,2008-10-07,2008-10-06,2008-10,Tuesday,9,Morning (08-16),Pass,0,20,0.0474,Low,0.398,No,0,1.8318,-0.0117,8.6024,0.8218,,,4.2518,0.5204,6.44,0.3399
U1393,2008-10-07 09:59:00,2008-10-07,2008-10-06,2008-10,Tuesday,9,Morning (08-16),Pass,0,20,0.0201,Low,0.4066,No,0,-4.9191,-0.0105,8.3845,0.8218,,,5.6678,0.5204,8.54,0.2887
U1394,2008-10-07 10:04:00,2008-10-07,2008-10-06,2008-10,Tuesday,10,Morning (08-16),Pass,0,12,0.024,Low,0.3915,No,0,-2.3264,-0.0116,8.2061,0.8307,,,3.253,0.6623,4.89,0.5823
U1395,2008-10-07 10:10:00,2008-10-07,2008-10-06,2008-10,Tuesday,10,Morning (08-16),Pass,0,20,0.0385,Low,0.401,No,0,-6.2591,-0.0096,9.088,0.8307,,,3.2128,0.6623,4.88,0.6046
U1396,2008-10-07 10:51:00,2008-10-07,2008-10-06,2008-10,Tuesday,10,Morning (08-16),Pass,0,16,0.0854,Low,0.3961,No,0,-0.4636,-0.0077,9.1141,0.8218,,,3.5555,0.5204,5.18,0.2936
U1397,2008-10-07 11:15:00,2008-10-07,2008-10-06,2008-10,Tuesday,11,Morning (08-16),Pass,0,16,0.0523,Low,0.4241,No,0,-0.28,-0.0107,8.9607,0.8741,,,8.9449,0.3784,12.57,0.5302
U1398,2008-10-07 11:16:00,2008-10-07,2008-10-06,2008-10,Tuesday,11,Morning (08-16),Pass,0,20,0.1601,High,0.4514,Yes,4,4.7382,-0.0094,8.9541,0.8307,,,66.3942,0.6623,111.43,0.5752
U1399,2008-10-07 11:36:00,2008-10-07,2008-10-06,2008-10,Tuesday,11,Morning (08-16),Pass,0,12,0.0746,Low,0.4015,No,1,-6.4945,-0.0117,8.627,0.8218,,,6.5708,0.5204,9.79,0.2938
U1400,2008-10-07 12:40:00,2008-10-07,2008-10-06,2008-10,Tuesday,12,Morning (08-16),Pass,0,12,0.029,Low,0.3887,No,0,-3.9618,-0.0119,8.2061,0.8218,,,4.9627,0.5204,7.17,0.3093
U1401,2008-10-07 13:10:00,2008-10-07,2008-10-06,2008-10,Tuesday,13,Morning (08-16),Fail,1,12,0.2299,High,0.4039,No,1,-2.49,-0.0063,8.8909,0.7772,,,6.2746,0.2838,8.79,0.1544
U1402,2008-10-07 13:48:00,2008-10-07,2008-10-06,2008-10,Tuesday,13,Morning (08-16),Pass,0,20,0.0678,Low,0.4032,No,0,-0.5345,-0.0134,9.9095,0.8218,,,7.9648,0.5204,11.77,0.2798
U1403,2008-10-07 14:35:00,2008-10-07,2008-10-06,2008-10,Tuesday,14,Morning (08-16),Pass,0,16,0.0515,Low,0.412,No,0,-7.8145,-0.0121,9.1637,0.8218,,,7.7685,0.5204,11.9,0.306
U1404,2008-10-07 16:32:00,2008-10-07,2008-10-06,2008-10,Tuesday,16,Evening (16-24),Pass,0,16,0.0573,Low,0.413,No,0,-2.9791,-0.0123,8.3271,0.8741,,,4.6832,0.3784,7.0,0.4671
U1405,2008-10-07 17:06:00,2008-10-07,2008-10-06,2008-10,Tuesday,17,Evening (16-24),Pass,0,12,0.0839,Low,0.4275,No,0,0.3173,-0.013,9.0402,0.7069,,,5.9014,-0.3311,8.88,0.5396
U1406,2008-10-07 17:28:00,2008-10-07,2008-10-06,2008-10,Tuesday,17,Evening (16-24),Pass,0,24,0.0456,Low,0.4003,No,0,-3.4618,-0.0126,8.3808,0.8741,,,2.3936,0.3784,3.5,0.4129
